country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Montserrat,MSR,20-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,21-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,22-02-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,23-02-2021,652,652,,,43,13.04,13.04,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,24-02-2021,,,,,40,,,,8002,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,25-02-2021,,,,,36,,,,7201,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,26-02-2021,,,,,33,,,,6601,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,27-02-2021,,,,,29,,,,5801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,28-02-2021,,,,,26,,,,5201,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,01-03-2021,,,,,22,,,,4401,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,02-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,03-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,04-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,05-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,06-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,07-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,08-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,09-03-2021,,,,,19,,,,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,10-03-2021,932,892,40,,19,18.64,17.84,0.8,3801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,11-03-2021,,,,,24,,,,4801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,12-03-2021,,,,,29,,,,5801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,13-03-2021,,,,,34,,,,6801,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,14-03-2021,,,,,39,,,,7802,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,15-03-2021,,,,,43,,,,8602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,16-03-2021,,,,,48,,,,9602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Montserrat,MSR,17-03-2021,1306,1112,194,,53,26.13,22.24,3.88,10602,Oxford/AstraZeneca,Government of Montserrat,https://www.facebook.com/GIUMontserrat/posts/863092317583445
Morocco,MAR,28-01-2021,0,,,,,0,,,,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,29-01-2021,,,,,45000,,,,1219,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,30-01-2021,90000,,,,45000,0.24,,,1219,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,31-01-2021,126000,,,36000,42000,0.34,,,1138,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,01-02-2021,200081,,,74081,50020,0.54,,,1355,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,02-02-2021,257291,,,57210,51458,0.7,,,1394,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,03-02-2021,308398,,,51107,51400,0.84,,,1393,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,04-02-2021,351723,,,43325,50246,0.95,,,1361,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,05-02-2021,408235,,,56512,51891,1.11,,,1406,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,06-02-2021,463966,,,55731,53424,1.26,,,1447,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,07-02-2021,,,,,54437,,,,1475,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,08-02-2021,550149,,,,50010,1.49,,,1355,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,09-02-2021,615181,,,65032,51127,1.67,,,1385,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,10-02-2021,746116,,,130935,62531,2.02,,,1694,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,11-02-2021,855318,,,109202,71942,2.32,,,1949,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,12-02-2021,1112103,,,256785,100553,3.01,,,2724,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,13-02-2021,1388539,,,276436,132082,3.76,,,3578,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,14-02-2021,,,,,148680,,,,4028,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,15-02-2021,1707091,,,,165277,4.62,,,4478,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,16-02-2021,1904169,,,197078,184141,5.16,,,4989,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,17-02-2021,2081013,,,176844,190700,5.64,,,5167,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,18-02-2021,2233123,,,152110,196829,6.05,,,5333,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,19-02-2021,2362150,2357283,4867,129027,178578,6.4,6.39,0.01,4838,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,20-02-2021,2461192,2447716,13476,99042,153236,6.67,6.63,0.04,4152,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,21-02-2021,,,,,138660,,,,3757,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,22-02-2021,2575684,2552017,23667,,124085,6.98,6.91,0.06,3362,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,23-02-2021,2667091,2635859,31232,91407,108989,7.23,7.14,0.08,2953,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,24-02-2021,2948945,2911635,37310,281854,123990,7.99,7.89,0.1,3359,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,25-02-2021,3204105,3160479,43626,255160,138712,8.68,8.56,0.12,3758,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,26-02-2021,3424295,3327858,96437,220190,151735,9.28,9.02,0.26,4111,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,27-02-2021,3597903,3435997,161906,173608,162387,9.75,9.31,0.44,4399,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,28-02-2021,,,,,168763,,,,4572,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,01-03-2021,3801650,3568670,232980,,175138,10.3,9.67,0.63,4745,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,02-03-2021,3951325,3657468,293857,149675,183462,10.71,9.91,0.8,4970,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,03-03-2021,4105862,3745173,360689,154537,165274,11.12,10.15,0.98,4478,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,04-03-2021,4233129,3820097,413032,127267,147003,11.47,10.35,1.12,3983,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,05-03-2021,4377629,3877687,499942,144500,136191,11.86,10.51,1.35,3690,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,06-03-2021,4492557,3913615,578942,114928,127808,12.17,10.6,1.57,3463,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,07-03-2021,,,,,121878,,,,3302,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,08-03-2021,4613292,3961941,651351,,115949,12.5,10.73,1.76,3141,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,09-03-2021,4734200,4017087,717113,120908,111839,12.83,10.88,1.94,3030,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,10-03-2021,4934283,4080009,854274,200083,118346,13.37,11.05,2.31,3206,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,11-03-2021,5102685,4130606,972079,168402,124222,13.82,11.19,2.63,3365,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,12-03-2021,5394092,4169133,1224959,291407,145209,14.61,11.3,3.32,3934,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,13-03-2021,5682508,4210770,1471738,288416,169993,15.4,11.41,3.99,4606,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,14-03-2021,,,,,183532,,,,4972,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,15-03-2021,5992783,4225311,1767472,,197070,16.24,11.45,4.79,5339,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,16-03-2021,6197382,4236386,1960996,204599,209026,16.79,11.48,5.31,5663,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,17-03-2021,6360732,4244651,2116081,163350,203778,17.23,11.5,5.73,5521,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,18-03-2021,,,,,197609,,,,5354,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,19-03-2021,6611161,4258813,2352348,,173867,17.91,11.54,6.37,4710,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,20-03-2021,6687548,4264168,2423380,76387,143577,18.12,11.55,6.57,3890,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,21-03-2021,,,,,128126,,,,3471,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,22-03-2021,6781503,4264761,2516742,,112674,18.37,11.55,6.82,3053,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,23-03-2021,6858400,4265196,2593204,76897,94431,18.58,11.56,7.03,2558,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,24-03-2021,7128976,4284060,2844916,270576,109749,19.31,11.61,7.71,2973,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,25-03-2021,7360398,4289281,3071117,231422,124922,19.94,11.62,8.32,3384,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,26-03-2021,7525286,4293544,3231742,164888,130589,20.39,11.63,8.76,3538,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,27-03-2021,7634475,4302183,3332292,109189,135275,20.68,11.66,9.03,3665,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,28-03-2021,,,,,137423,,,,3723,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,29-03-2021,7758500,4302897,3455603,,139571,21.02,11.66,9.36,3781,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,30-03-2021,7882300,4315802,3566498,123800,146271,21.36,11.69,9.66,3963,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,31-03-2021,7994600,4320349,3674251,112300,123661,21.66,11.7,9.95,3350,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,01-04-2021,8096454,4329244,3767210,101854,105151,21.94,11.73,10.21,2849,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,02-04-2021,8171651,4331082,3840569,75197,92338,22.14,11.73,10.41,2502,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,03-04-2021,8240870,4348995,3891875,69219,86628,22.33,11.78,10.54,2347,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,04-04-2021,,,,,82211,,,,2227,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,05-04-2021,8303056,4352033,3951023,,77794,22.5,11.79,10.7,2108,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,06-04-2021,8375241,4382917,3992324,72185,70420,22.69,11.87,10.82,1908,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,07-04-2021,8448106,4410023,4038083,72865,64787,22.89,11.95,10.94,1755,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,08-04-2021,8509229,4433939,4075290,61123,58968,23.05,12.01,11.04,1598,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Morocco,MAR,09-04-2021,8552304,4449047,4103257,43075,54379,23.17,12.05,11.12,1473,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/pages/Accueilfr.aspx
Mozambique,MOZ,07-03-2021,0,0,,,,0,0,,,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,08-03-2021,,,,,7740,,,,248,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,09-03-2021,,,,,7740,,,,248,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,10-03-2021,,,,,7740,,,,248,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,11-03-2021,,,,,7740,,,,248,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,12-03-2021,,,,,7740,,,,248,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,13-03-2021,46439,46439,,,7740,0.15,0.15,,248,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,14-03-2021,,,,,6789,,,,217,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,15-03-2021,,,,,5839,,,,187,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,16-03-2021,,,,,4888,,,,156,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,17-03-2021,,,,,3938,,,,126,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,18-03-2021,,,,,2988,,,,96,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,19-03-2021,,,,,2037,,,,65,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,20-03-2021,,,,,1087,,,,35,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,21-03-2021,,,,,1087,,,,35,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,22-03-2021,,,,,1087,,,,35,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Mozambique,MOZ,23-03-2021,57305,57305,,,1087,0.18,0.18,,35,Sinopharm/Beijing,Deputy National Director of Public Health,https://allafrica.com/stories/202103230834.html
Myanmar,MMR,26-01-2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,27-01-2021,3800,3800,,3800,3800,0.01,0.01,,70,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,28-01-2021,,,,,22800,,,,419,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,29-01-2021,,,,,29133,,,,535,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,30-01-2021,,,,,32300,,,,594,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,31-01-2021,,,,,34200,,,,629,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,01-02-2021,,,,,35467,,,,652,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,02-02-2021,,,,,36371,,,,668,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,03-02-2021,,,,,41800,,,,768,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,04-02-2021,,,,,41800,,,,768,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Myanmar,MMR,05-02-2021,380000,380000,,,41800,0.7,0.7,,768,Oxford/AstraZeneca,Ministry of Health,https://www.mmtimes.com/news/more-380000-myanmar-receive-covid-19-vaccine.html
Namibia,NAM,18-03-2021,0,0,,,,0,0,,,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,19-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,20-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,21-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,22-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,23-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,24-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,25-03-2021,152,152,,,22,0.01,0.01,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,26-03-2021,,,,,51,,,,20,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,27-03-2021,,,,,80,,,,31,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,28-03-2021,,,,,109,,,,43,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,29-03-2021,,,,,138,,,,54,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,30-03-2021,,,,,167,,,,66,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,31-03-2021,1501,1501,,,196,0.06,0.06,,77,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,01-04-2021,1851,1851,,350,243,0.07,0.07,,96,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,02-04-2021,,,,,228,,,,90,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,03-04-2021,2094,2094,,,213,0.08,0.08,,84,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,04-04-2021,,,,,193,,,,76,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,05-04-2021,,,,,174,,,,68,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,06-04-2021,,,,,154,,,,61,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,07-04-2021,,,,,134,,,,53,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
